0.22447395,0,0,0
0,0.23554039,0,0
0,0,1,0
0,0,0,1
-0.22423702,0.23241297,-0.94641533,-67.51702309
-0.96461191,-0.19116474,0.18160371,-79.75817299
-0.13871418,0.95364577,0.26705453,-49.03696251
0,0,0,1
